MID19,SID19,132,2017-05-12 06:10:15,.000,32,2.421116428680233
MID18,SID18,132,2017-05-12 06:10:15,.000,25,2.4308825798560125
MID17,SID17,132,2017-05-12 06:10:15,.000,32,2.265683124658822
MID16,SID16,132,2017-05-12 06:10:15,.000,30,2.1660719415361815
MID15,SID15,132,2017-05-12 06:10:15,.000,27,2.008914697769363
MID14,SID14,132,2017-05-12 06:10:15,.000,26,2.4858430290231333
MID13,SID13,132,2017-05-12 06:10:15,.000,32,2.2944474868155273
MID12,SID12,132,2017-05-12 06:10:15,.000,31,2.1985584285781594
MID11,SID11,132,2017-05-12 06:10:15,.000,32,2.185308793009089
MID99,SID99,132,2017-05-12 06:10:15,.000,30,2.1967299128981037
MID10,SID10,132,2017-05-12 06:10:15,.000,30,2.410223604312392
MID98,SID98,132,2017-05-12 06:10:15,.000,29,2.1509924682122747
MID97,SID97,132,2017-05-12 06:10:15,.000,34,2.4952240115293103
MID96,SID96,132,2017-05-12 06:10:15,.000,33,2.0101059023907926
MID95,SID95,132,2017-05-12 06:10:15,.000,28,2.468597751182429
MID94,SID94,132,2017-05-12 06:10:15,.000,25,2.0405115836435077
MID93,SID93,132,2017-05-12 06:10:15,.000,32,2.270701961291868
MID92,SID92,132,2017-05-12 06:10:15,.000,32,2.218066834197825
MID91,SID91,132,2017-05-12 06:10:15,.000,28,2.234730546610203
MID4,SID4,132,2017-05-12 06:10:15,.000,34,2.183727605604439
MID5,SID5,132,2017-05-12 06:10:15,.000,25,2.3791507428391885
MID6,SID6,132,2017-05-12 06:10:15,.000,32,2.441693205303375
MID7,SID7,132,2017-05-12 06:10:15,.000,31,2.261383584639626
MID1,SID1,132,2017-05-12 06:10:15,.000,31,2.3543601528907674
MID2,SID2,132,2017-05-12 06:10:15,.000,28,2.1884501421529934
MID3,SID3,132,2017-05-12 06:10:15,.000,25,2.339622257871392
MID29,SID29,132,2017-05-12 06:10:15,.000,27,2.2222243368806636
MID28,SID28,132,2017-05-12 06:10:15,.000,31,2.22338689207251
MID27,SID27,132,2017-05-12 06:10:15,.000,30,2.0178588513236555
MID26,SID26,132,2017-05-12 06:10:15,.000,25,2.2160647640087934
MID8,SID8,132,2017-05-12 06:10:15,.000,34,2.4301918660483524
MID25,SID25,132,2017-05-12 06:10:15,.000,29,2.1953233263758216
MID9,SID9,132,2017-05-12 06:10:15,.000,25,2.480244644974367
MID24,SID24,132,2017-05-12 06:10:15,.000,30,2.284334048701166
MID23,SID23,132,2017-05-12 06:10:15,.000,25,2.346252077747308
MID22,SID22,132,2017-05-12 06:10:15,.000,34,2.2812797621371717
MID21,SID21,132,2017-05-12 06:10:15,.000,32,2.449173194473806
MID20,SID20,132,2017-05-12 06:10:15,.000,27,2.038916547285363
MID100,SID100,132,2017-05-12 06:10:15,.000,25,2.3575251482453066
MID79,SID79,132,2017-05-12 06:10:15,.000,30,2.050401903112742
MID78,SID78,132,2017-05-12 06:10:15,.000,27,2.3620420786872565
MID77,SID77,132,2017-05-12 06:10:15,.000,26,2.2131794692085145
MID76,SID76,132,2017-05-12 06:10:15,.000,29,2.292644020355291
MID75,SID75,132,2017-05-12 06:10:15,.000,29,2.407329091764259
MID74,SID74,132,2017-05-12 06:10:15,.000,29,2.435921946891869
MID73,SID73,132,2017-05-12 06:10:15,.000,27,2.318290112421827
MID72,SID72,132,2017-05-12 06:10:15,.000,25,2.4694782998712603
MID71,SID71,132,2017-05-12 06:10:15,.000,33,2.06813987630325
MID70,SID70,132,2017-05-12 06:10:15,.000,25,2.0523230197832927
MID90,SID90,132,2017-05-12 06:10:15,.000,33,2.3146862653220257
MID89,SID89,132,2017-05-12 06:10:15,.000,33,2.2727429353481257
MID88,SID88,132,2017-05-12 06:10:15,.000,27,2.0848395307435057
MID87,SID87,132,2017-05-12 06:10:15,.000,33,2.4845058619098284
MID86,SID86,132,2017-05-12 06:10:15,.000,28,2.1097526669378666
MID85,SID85,132,2017-05-12 06:10:15,.000,26,2.2552548824955783
MID84,SID84,132,2017-05-12 06:10:15,.000,28,2.087742390347077
MID83,SID83,132,2017-05-12 06:10:15,.000,29,2.391801430127843
MID82,SID82,132,2017-05-12 06:10:15,.000,31,2.377599189478229
MID81,SID81,132,2017-05-12 06:10:15,.000,25,2.1432687682302336
MID80,SID80,132,2017-05-12 06:10:15,.000,28,2.068812239691747
MID59,SID59,132,2017-05-12 06:10:15,.000,29,2.3432419700471456
MID58,SID58,132,2017-05-12 06:10:15,.000,29,2.3641474163382457
MID57,SID57,132,2017-05-12 06:10:15,.000,26,2.323470988354503
MID56,SID56,132,2017-05-12 06:10:15,.000,28,2.176718035595853
MID55,SID55,132,2017-05-12 06:10:15,.000,32,2.462279313667803
MID54,SID54,132,2017-05-12 06:10:15,.000,25,2.4449597736220774
MID53,SID53,132,2017-05-12 06:10:15,.000,26,2.1063019592931114
MID52,SID52,132,2017-05-12 06:10:15,.000,29,2.103527059090943
MID51,SID51,132,2017-05-12 06:10:15,.000,29,2.3986717371581308
MID50,SID50,132,2017-05-12 06:10:15,.000,32,2.117940691288615
MID69,SID69,132,2017-05-12 06:10:15,.000,28,2.3020375362540486
MID68,SID68,132,2017-05-12 06:10:15,.000,27,2.295759830576113
MID67,SID67,132,2017-05-12 06:10:15,.000,34,2.4051096098663156
MID66,SID66,132,2017-05-12 06:10:15,.000,33,2.4961946693476866
MID65,SID65,132,2017-05-12 06:10:15,.000,29,2.2159681332423324
MID64,SID64,132,2017-05-12 06:10:15,.000,34,2.168795248126925
MID63,SID63,132,2017-05-12 06:10:15,.000,25,2.2842645142196796
MID62,SID62,132,2017-05-12 06:10:15,.000,27,2.4382696294416495
MID61,SID61,132,2017-05-12 06:10:15,.000,32,2.4013498220426452
MID60,SID60,132,2017-05-12 06:10:15,.000,27,2.398528793963738
MID39,SID39,132,2017-05-12 06:10:15,.000,25,2.2708012854875967
MID38,SID38,132,2017-05-12 06:10:15,.000,25,2.2353908425535622
MID37,SID37,132,2017-05-12 06:10:15,.000,33,2.1870843553238135
MID36,SID36,132,2017-05-12 06:10:15,.000,32,2.413396240467334
MID35,SID35,132,2017-05-12 06:10:15,.000,29,2.4034160112088965
MID34,SID34,132,2017-05-12 06:10:15,.000,25,2.1632693273191785
MID33,SID33,132,2017-05-12 06:10:15,.000,29,2.035364185353288
MID32,SID32,132,2017-05-12 06:10:15,.000,32,2.4296507175876885
MID31,SID31,132,2017-05-12 06:10:15,.000,27,2.0472552014805783
MID30,SID30,132,2017-05-12 06:10:15,.000,32,2.332931861153143
MID49,SID49,132,2017-05-12 06:10:15,.000,34,2.0033054551118012
MID48,SID48,132,2017-05-12 06:10:15,.000,31,2.1726907485729297
MID47,SID47,132,2017-05-12 06:10:15,.000,33,2.4794105172501824
MID46,SID46,132,2017-05-12 06:10:15,.000,31,2.086624811366408
MID45,SID45,132,2017-05-12 06:10:15,.000,31,2.3011568914500655
MID44,SID44,132,2017-05-12 06:10:15,.000,28,2.207072040180542
MID43,SID43,132,2017-05-12 06:10:15,.000,27,2.2347416334996026
MID42,SID42,132,2017-05-12 06:10:15,.000,31,2.1509574307133166
MID41,SID41,132,2017-05-12 06:10:15,.000,27,2.078277525902297
MID40,SID40,132,2017-05-12 06:10:15,.000,28,2.4990364490592336
MID19,SID19,132,2017-05-12 06:10:25,.022,30,2.0940094142062615
MID18,SID18,132,2017-05-12 06:10:25,.019,34,2.4042267371948913
