MID19,SID19,168,2017-06-17 06:40:18,.000,34,2.297311555412197
MID18,SID18,168,2017-06-17 06:40:18,.000,31,2.4650728722549022
MID17,SID17,168,2017-06-17 06:40:18,.000,33,2.442615628899384
MID16,SID16,168,2017-06-17 06:40:18,.000,25,2.044878423370772
MID15,SID15,168,2017-06-17 06:40:18,.000,34,2.1394990901755984
MID14,SID14,168,2017-06-17 06:40:18,.000,29,2.400571339208612
MID13,SID13,168,2017-06-17 06:40:18,.000,34,2.483110461717572
MID12,SID12,168,2017-06-17 06:40:18,.000,30,2.3134104356688345
MID11,SID11,168,2017-06-17 06:40:18,.000,32,2.1465419991401773
MID99,SID99,168,2017-06-17 06:40:18,.000,26,2.3151732746300517
MID10,SID10,168,2017-06-17 06:40:18,.000,27,2.4484395554284974
MID98,SID98,168,2017-06-17 06:40:18,.000,32,2.3623062061096576
MID97,SID97,168,2017-06-17 06:40:18,.000,28,2.1837314844236966
MID96,SID96,168,2017-06-17 06:40:18,.000,31,2.299644021106282
MID95,SID95,168,2017-06-17 06:40:18,.000,30,2.0302888442802796
MID94,SID94,168,2017-06-17 06:40:18,.000,26,2.3763982604334264
MID93,SID93,168,2017-06-17 06:40:18,.000,32,2.159434488439901
MID92,SID92,168,2017-06-17 06:40:18,.000,30,2.3976880180098212
MID91,SID91,168,2017-06-17 06:40:18,.000,30,2.1020799671356407
MID4,SID4,168,2017-06-17 06:40:18,.000,27,2.414807854537539
MID5,SID5,168,2017-06-17 06:40:18,.000,33,2.173393337446589
MID6,SID6,168,2017-06-17 06:40:18,.000,29,2.480633011787417
MID7,SID7,168,2017-06-17 06:40:18,.000,31,2.0874748125654374
MID1,SID1,168,2017-06-17 06:40:18,.000,31,2.1874838833779275
MID2,SID2,168,2017-06-17 06:40:18,.000,25,2.3500333525719417
MID3,SID3,168,2017-06-17 06:40:18,.000,27,2.19690121831417
MID29,SID29,168,2017-06-17 06:40:18,.000,28,2.4090187833085297
MID28,SID28,168,2017-06-17 06:40:18,.000,33,2.4605893013623046
MID27,SID27,168,2017-06-17 06:40:18,.000,25,2.472034837349677
MID26,SID26,168,2017-06-17 06:40:18,.000,27,2.3361115401608528
MID8,SID8,168,2017-06-17 06:40:18,.000,29,2.440008709122158
MID25,SID25,168,2017-06-17 06:40:18,.000,28,2.216727437021625
MID9,SID9,168,2017-06-17 06:40:18,.000,34,2.288911163026788
MID24,SID24,168,2017-06-17 06:40:18,.000,26,2.1746711845088105
MID23,SID23,168,2017-06-17 06:40:18,.000,33,2.1470014472434276
MID22,SID22,168,2017-06-17 06:40:18,.000,29,2.0650321696558525
MID21,SID21,168,2017-06-17 06:40:18,.000,31,2.036000518278633
MID20,SID20,168,2017-06-17 06:40:18,.000,27,2.2094739269741783
MID100,SID100,168,2017-06-17 06:40:18,.000,33,2.452997261549562
MID79,SID79,168,2017-06-17 06:40:18,.000,28,2.451511951471283
MID78,SID78,168,2017-06-17 06:40:18,.000,27,2.1544864647867317
MID77,SID77,168,2017-06-17 06:40:18,.000,31,2.073228101177905
MID76,SID76,168,2017-06-17 06:40:18,.000,34,2.0189972834687127
MID75,SID75,168,2017-06-17 06:40:18,.000,27,2.2215127431031
MID74,SID74,168,2017-06-17 06:40:18,.000,25,2.265252007724925
MID73,SID73,168,2017-06-17 06:40:18,.000,34,2.316381918902717
MID72,SID72,168,2017-06-17 06:40:18,.000,31,2.355837090986049
MID71,SID71,168,2017-06-17 06:40:18,.000,26,2.0413691727221037
MID70,SID70,168,2017-06-17 06:40:18,.000,26,2.151607045213533
MID90,SID90,168,2017-06-17 06:40:18,.000,26,2.1135902191796374
MID89,SID89,168,2017-06-17 06:40:18,.000,31,2.210916087398482
MID88,SID88,168,2017-06-17 06:40:18,.000,34,2.0123889356288305
MID87,SID87,168,2017-06-17 06:40:18,.000,27,2.0548483255278573
MID86,SID86,168,2017-06-17 06:40:18,.000,31,2.138038755722437
MID85,SID85,168,2017-06-17 06:40:18,.000,33,2.4444635694037724
MID84,SID84,168,2017-06-17 06:40:18,.000,27,2.2535825029662577
MID83,SID83,168,2017-06-17 06:40:18,.000,32,2.364407601329393
MID82,SID82,168,2017-06-17 06:40:18,.000,30,2.395029641695527
MID81,SID81,168,2017-06-17 06:40:18,.000,26,2.4593493892152107
MID80,SID80,168,2017-06-17 06:40:18,.000,27,2.0869240729655076
MID59,SID59,168,2017-06-17 06:40:18,.000,29,2.2976281476766003
MID58,SID58,168,2017-06-17 06:40:18,.000,28,2.400781034624791
MID57,SID57,168,2017-06-17 06:40:18,.000,27,2.4445950319554735
MID56,SID56,168,2017-06-17 06:40:18,.000,29,2.2300097581961835
MID55,SID55,168,2017-06-17 06:40:18,.000,26,2.0033555788057447
